Date,VIX,Open,High,Low,Close,regime_class
2011-02-07,16.28,1311.85,1322.85,1311.85,1319.05,3
2011-02-08,15.81,1318.76,1324.87,1316.03,1324.57,3
2011-02-09,15.87,1322.48,1324.54,1314.89,1320.88,3
2011-02-10,16.09,1318.13,1322.78,1311.74,1321.87,3
2011-02-11,15.69,1318.66,1330.79,1316.08,1329.15,3
2011-02-14,15.95,1328.73,1332.96,1326.9,1332.32,3
2011-02-15,16.37,1330.43,1330.43,1324.61,1328.01,3
2011-02-16,16.72,1329.51,1337.61,1329.51,1336.32,3
2011-02-17,16.59,1334.37,1341.5,1331.0,1340.43,3
2011-02-18,16.43,1340.38,1344.07,1338.12,1343.01,3
2011-02-22,20.8,1338.91,1338.91,1312.33,1315.44,3
2011-02-23,22.13,1315.44,1317.91,1299.55,1307.4,3
2011-02-24,21.32,1307.09,1310.91,1294.26,1306.1,3
2011-02-25,19.22,1307.34,1320.61,1307.34,1319.88,3
2011-02-28,18.35,1321.61,1329.38,1320.55,1327.22,3
2011-03-01,21.01,1328.64,1332.09,1306.14,1306.33,3
2011-03-02,20.7,1305.47,1314.19,1302.58,1308.44,3
2011-03-03,18.6,1312.37,1332.28,1312.37,1330.97,3
2011-03-04,19.06,1330.73,1331.08,1312.59,1321.15,3
2011-03-07,20.66,1322.72,1327.68,1303.99,1310.13,4
2011-03-08,19.82,1311.05,1325.74,1306.86,1321.82,4
2011-03-09,20.22,1319.92,1323.21,1312.27,1320.02,4
2011-03-10,21.88,1315.72,1315.72,1294.21,1295.11,4
2011-03-11,20.08,1293.43,1308.35,1291.99,1304.28,4
2011-03-14,21.13,1301.19,1301.19,1286.37,1296.39,4
2011-03-15,24.32,1288.46,1288.46,1261.12,1281.87,4
2011-03-16,29.4,1279.46,1280.91,1249.05,1256.88,4
2011-03-17,26.37,1261.61,1278.88,1261.61,1273.72,4
2011-03-18,24.44,1276.71,1288.88,1276.18,1279.21,4
2011-03-21,20.61,1281.65,1300.58,1281.65,1298.38,4
2011-03-22,20.21,1298.29,1299.35,1292.7,1293.77,4
2011-03-23,19.17,1292.19,1300.51,1284.05,1297.54,4
2011-03-24,18.0,1300.61,1311.34,1297.74,1309.66,4
2011-03-25,17.91,1311.8,1319.18,1310.15,1313.8,4
2011-03-28,19.44,1315.45,1319.74,1310.19,1310.19,4
2011-03-29,18.16,1309.37,1319.45,1305.26,1319.44,4
2011-03-30,17.71,1321.89,1331.74,1321.89,1328.26,4
2011-03-31,17.74,1327.44,1329.77,1325.03,1325.83,4
2011-04-01,17.4,1329.48,1337.85,1328.89,1332.41,4
2011-04-04,17.5,1333.56,1336.74,1329.1,1332.87,5
2011-04-05,17.25,1332.03,1338.21,1330.03,1332.63,5
2011-04-06,16.9,1335.94,1339.38,1331.09,1335.54,5
2011-04-07,17.11,1334.82,1338.8,1326.56,1333.51,5
2011-04-08,17.87,1336.16,1339.46,1322.94,1328.17,5
2011-04-11,16.59,1329.01,1333.77,1321.06,1324.46,5
2011-04-12,17.09,1321.96,1321.96,1309.51,1314.16,5
2011-04-13,16.92,1314.03,1321.35,1309.19,1314.41,5
2011-04-14,16.27,1311.13,1316.79,1302.42,1314.52,5
2011-04-15,15.32,1314.54,1322.88,1313.68,1319.68,5
2011-04-18,16.96,1313.35,1313.35,1294.7,1305.14,5
2011-04-19,15.83,1305.99,1312.7,1303.97,1312.62,5
2011-04-20,15.07,1319.12,1332.66,1319.12,1330.36,5
2011-04-21,14.69,1333.23,1337.49,1332.83,1337.38,5
2011-04-25,15.77,1337.14,1337.55,1331.47,1335.25,5
2011-04-26,15.62,1336.75,1349.55,1336.75,1347.24,5
2011-04-27,15.35,1348.43,1357.49,1344.25,1355.66,5
2011-04-28,14.62,1353.86,1361.71,1353.6,1360.48,5
2011-04-29,14.75,1360.14,1364.56,1358.69,1363.61,5
2011-05-02,15.99,1365.21,1370.58,1358.59,1361.22,5
2011-05-03,16.7,1359.76,1360.84,1349.52,1356.62,5
2011-05-04,17.08,1355.9,1355.9,1341.5,1347.32,6
2011-05-05,18.2,1344.16,1348.0,1329.17,1335.1,6
2011-05-06,18.4,1340.24,1354.36,1335.58,1340.2,6
2011-05-09,17.16,1340.2,1349.44,1338.64,1346.29,6
2011-05-10,15.91,1348.34,1359.44,1348.34,1357.16,6
2011-05-11,16.95,1354.51,1354.51,1336.36,1342.08,6
2011-05-12,16.03,1339.39,1351.05,1332.03,1348.65,6
2011-05-13,17.07,1348.69,1350.47,1333.36,1337.77,6
2011-05-16,18.24,1334.77,1343.33,1327.32,1329.47,6
2011-05-17,17.55,1326.1,1330.42,1318.51,1328.98,6
2011-05-18,16.23,1328.54,1341.82,1326.59,1340.68,6
2011-05-19,15.52,1342.4,1346.82,1336.36,1343.6,6
2011-05-20,17.43,1342.0,1342.0,1330.67,1333.27,6
2011-05-23,18.27,1333.07,1333.07,1312.88,1317.37,6
2011-05-24,17.82,1317.7,1323.72,1313.87,1316.28,6
2011-05-25,17.07,1316.36,1325.86,1311.8,1320.47,6
2011-05-26,16.09,1320.64,1328.51,1314.41,1325.69,6
2011-05-27,15.98,1325.69,1334.62,1325.69,1331.1,6
2011-05-31,15.45,1331.1,1345.2,1331.1,1345.2,6
2011-06-01,18.3,1345.2,1345.2,1313.71,1314.55,6
2011-06-02,18.09,1314.55,1318.03,1305.61,1312.94,7
2011-06-03,17.95,1312.94,1312.94,1297.9,1300.16,7
2011-06-06,18.49,1300.26,1300.26,1284.72,1286.17,7
2011-06-07,18.07,1286.31,1296.22,1284.74,1284.94,7
2011-06-08,18.79,1284.63,1287.04,1277.42,1279.56,7
2011-06-09,17.77,1279.63,1294.54,1279.63,1289.0,7
2011-06-10,18.86,1288.6,1288.6,1268.28,1270.98,7
2011-06-13,19.61,1271.31,1277.04,1265.64,1271.83,7
2011-06-14,18.26,1272.22,1292.5,1272.22,1287.87,7
2011-06-15,21.32,1287.87,1287.87,1261.9,1265.42,7
2011-06-16,22.73,1265.53,1274.11,1258.07,1267.64,7
2011-06-17,21.85,1268.58,1279.82,1267.4,1271.5,7
2011-06-20,19.99,1271.5,1280.42,1267.56,1278.36,7
2011-06-21,18.86,1278.4,1297.62,1278.4,1295.52,7
2011-06-22,18.52,1295.48,1298.61,1286.79,1287.14,7
2011-06-23,19.29,1286.6,1286.6,1262.87,1283.5,7
2011-06-24,21.1,1283.04,1283.93,1267.24,1268.45,7
2011-06-27,20.56,1268.44,1284.91,1267.53,1280.1,7
2011-06-28,19.17,1280.21,1296.8,1280.21,1296.67,7
2011-06-29,17.27,1296.85,1309.21,1296.85,1307.41,7
2011-06-30,16.52,1307.64,1321.97,1307.64,1320.64,7
2011-07-01,15.87,1320.64,1341.01,1318.18,1339.67,7
2011-07-05,16.06,1339.59,1340.89,1334.3,1337.88,8
2011-07-06,16.34,1337.56,1340.94,1330.92,1339.22,8
2011-07-07,15.95,1339.62,1356.48,1339.62,1353.22,8
2011-07-08,15.95,1352.39,1352.39,1333.71,1343.8,8
2011-07-11,18.39,1343.31,1343.31,1316.42,1319.49,8
2011-07-12,19.87,1319.61,1327.17,1313.33,1313.64,8
2011-07-13,19.91,1314.45,1331.48,1314.45,1317.72,8
2011-07-14,20.8,1317.74,1326.88,1306.51,1308.87,8
2011-07-15,19.53,1308.87,1317.7,1307.52,1316.14,8
2011-07-18,20.95,1315.94,1315.94,1295.92,1305.44,8
2011-07-19,19.21,1307.07,1328.14,1307.07,1326.73,8
2011-07-20,19.09,1328.66,1330.43,1323.65,1325.84,8
2011-07-21,17.56,1325.65,1347.0,1325.65,1343.8,8
2011-07-22,17.52,1343.8,1346.1,1336.95,1345.02,8
2011-07-25,19.35,1344.32,1344.32,1331.09,1337.43,8
2011-07-26,20.23,1337.39,1338.51,1329.59,1331.94,8
2011-07-27,22.98,1331.91,1331.91,1303.49,1304.89,8
2011-07-28,23.74,1304.84,1316.32,1299.16,1300.67,8
2011-07-29,25.25,1300.12,1304.16,1282.86,1292.28,8
2011-08-01,23.66,1292.59,1307.38,1274.73,1286.94,9
2011-08-02,24.79,1286.56,1286.56,1254.03,1254.05,9
2011-08-03,23.38,1254.25,1261.2,1234.56,1260.34,9
2011-08-04,31.66,1260.23,1260.23,1199.54,1200.07,9
2011-08-05,32.0,1200.28,1218.11,1168.09,1199.38,9
2011-08-08,48.0,1198.48,1198.48,1119.28,1119.46,9
2011-08-09,35.06,1120.23,1172.88,1101.54,1172.53,9
2011-08-10,42.99,1171.77,1171.77,1118.01,1120.76,9
2011-08-11,39.0,1121.3,1186.29,1121.3,1172.64,9
2011-08-12,36.36,1172.87,1189.04,1170.74,1178.81,9
2011-08-15,31.87,1178.86,1204.49,1178.86,1204.49,9
2011-08-16,32.85,1204.22,1204.22,1180.53,1192.76,9
2011-08-17,31.58,1192.89,1208.47,1184.36,1193.89,9
2011-08-18,42.67,1189.62,1189.62,1131.03,1140.65,9
2011-08-19,43.05,1140.47,1154.54,1122.05,1123.53,9
2011-08-22,42.44,1123.55,1145.49,1121.09,1123.82,9
2011-08-23,36.27,1124.36,1162.35,1124.36,1162.35,9
2011-08-24,35.9,1162.16,1178.56,1156.3,1177.6,9
2011-08-25,39.76,1176.69,1190.68,1155.47,1159.27,9
2011-08-26,35.59,1158.85,1181.23,1135.91,1176.8,9
2011-08-29,32.28,1177.91,1210.28,1177.91,1210.08,9
2011-08-30,32.89,1209.76,1220.1,1195.77,1212.92,10
2011-08-31,31.62,1213.0,1230.71,1209.35,1218.89,10
2011-09-01,31.82,1219.12,1229.29,1203.85,1204.42,10
2011-09-02,33.92,1203.9,1203.9,1170.56,1173.97,10
2011-09-06,37.0,1173.97,1173.97,1140.13,1165.24,10
2011-09-07,33.38,1165.85,1198.62,1165.85,1198.62,10
2011-09-08,34.32,1197.98,1204.4,1183.34,1185.9,10
2011-09-09,38.52,1185.37,1185.37,1148.37,1154.23,10
2011-09-12,38.59,1153.5,1162.52,1136.07,1162.27,10
2011-09-13,36.91,1162.59,1176.41,1157.44,1172.87,10
2011-09-14,34.6,1173.32,1202.38,1162.73,1188.68,10
2011-09-15,31.97,1189.44,1209.11,1189.44,1209.11,10
2011-09-16,30.98,1209.21,1220.06,1204.46,1216.01,10
2011-09-19,32.73,1214.99,1214.99,1188.36,1204.09,10
2011-09-20,32.86,1204.5,1220.39,1201.29,1202.09,10
2011-09-21,37.32,1203.63,1206.3,1166.21,1166.76,10
2011-09-22,41.35,1164.55,1164.55,1114.22,1129.56,10
2011-09-23,41.25,1128.82,1141.72,1121.36,1136.43,10
2011-09-26,39.02,1136.91,1164.19,1131.07,1162.95,10
2011-09-27,37.71,1163.32,1195.86,1163.32,1175.38,10
2011-09-28,41.08,1175.39,1184.71,1150.4,1151.06,11
2011-09-29,38.84,1151.74,1175.87,1139.93,1160.4,11
2011-09-30,42.96,1159.93,1159.93,1131.34,1131.42,11
2011-10-03,45.45,1131.21,1138.99,1098.92,1099.23,11
2011-10-04,40.82,1097.42,1125.12,1074.77,1123.95,11
2011-10-05,37.81,1124.03,1146.07,1115.68,1144.03,11
2011-10-06,36.27,1144.11,1165.55,1134.95,1164.97,11
2011-10-07,36.2,1165.03,1171.4,1150.26,1155.46,11
2011-10-10,33.02,1158.15,1194.91,1158.15,1194.89,11
2011-10-11,32.86,1194.6,1199.24,1187.3,1195.54,11
2011-10-12,31.26,1196.19,1220.25,1196.19,1207.25,11
2011-10-13,30.7,1206.96,1207.46,1190.58,1203.66,11
2011-10-14,28.24,1205.65,1224.61,1205.65,1224.58,11
2011-10-17,33.39,1224.47,1224.47,1198.55,1200.86,11
2011-10-18,31.56,1200.75,1233.1,1191.48,1225.38,11
2011-10-19,34.44,1223.46,1229.64,1206.31,1209.88,11
2011-10-20,34.78,1209.92,1219.53,1197.34,1215.39,11
2011-10-21,31.32,1215.39,1239.03,1215.39,1238.25,11
2011-10-24,29.26,1238.72,1256.55,1238.72,1254.19,11
2011-10-25,32.22,1254.19,1254.19,1226.79,1229.05,11
2011-10-26,29.86,1229.17,1246.28,1221.06,1242.0,11
2011-10-27,25.46,1243.97,1292.66,1243.97,1284.59,11
2011-10-28,24.53,1284.39,1287.08,1277.01,1285.09,12
2011-10-31,29.96,1284.96,1284.96,1253.16,1253.3,12
2011-11-01,34.77,1251.0,1251.0,1215.42,1218.28,12
2011-11-02,32.74,1219.62,1242.48,1219.62,1237.9,12
2011-11-03,30.5,1238.25,1263.21,1234.81,1261.15,12
2011-11-04,30.16,1260.82,1260.82,1238.92,1253.23,12
2011-11-07,29.85,1253.21,1261.7,1240.75,1261.12,12
2011-11-08,27.48,1261.12,1277.55,1254.99,1275.92,12
2011-11-09,36.16,1275.18,1275.18,1226.64,1229.1,12
2011-11-10,32.81,1229.59,1246.22,1227.7,1239.7,12
2011-11-11,30.04,1240.12,1266.98,1240.12,1263.85,12
2011-11-14,31.13,1263.85,1263.85,1246.68,1251.78,12
2011-11-15,31.22,1251.7,1264.25,1244.34,1257.81,12
2011-11-16,33.51,1257.81,1259.61,1235.67,1236.91,12
2011-11-17,34.51,1236.56,1237.73,1209.43,1216.13,12
2011-11-18,32.0,1216.19,1223.51,1211.36,1215.65,12
2011-11-21,32.91,1215.62,1215.62,1183.16,1192.98,12
2011-11-22,31.97,1192.98,1196.81,1181.65,1188.04,12
2011-11-23,33.98,1187.48,1187.48,1161.79,1161.79,12
2011-11-25,34.47,1161.41,1172.66,1158.66,1158.67,12
2011-11-28,32.13,1158.67,1197.35,1158.67,1192.55,1
2011-11-29,30.64,1192.56,1203.67,1191.8,1195.19,1
2011-11-30,27.8,1196.72,1247.11,1196.72,1246.96,1
2011-12-01,27.41,1246.91,1251.09,1239.73,1244.58,1
2011-12-02,27.52,1246.03,1260.08,1243.35,1244.28,1
2011-12-05,27.84,1244.33,1266.73,1244.33,1257.08,1
2011-12-06,28.13,1257.19,1266.03,1253.03,1258.47,1
2011-12-07,28.67,1258.14,1267.06,1244.8,1261.01,1
2011-12-08,30.59,1260.87,1260.87,1231.47,1234.35,1
2011-12-09,26.38,1234.48,1258.25,1234.48,1255.19,1
2011-12-12,25.67,1255.05,1255.05,1227.25,1236.47,1
2011-12-13,25.41,1236.83,1249.86,1219.43,1225.73,1
2011-12-14,26.04,1225.73,1225.73,1209.47,1211.82,1
2011-12-15,25.11,1212.12,1225.6,1212.12,1215.75,1
2011-12-16,24.29,1216.09,1231.04,1215.2,1219.66,1
2011-12-19,24.92,1219.74,1224.57,1202.37,1205.35,1
2011-12-20,23.22,1205.72,1242.82,1205.72,1241.3,1
2011-12-21,21.43,1241.25,1245.09,1229.51,1243.72,1
2011-12-22,21.16,1243.72,1255.22,1243.72,1254.0,1
2011-12-23,20.73,1254.0,1265.42,1254.0,1265.33,1
2011-12-27,21.91,1265.02,1269.37,1262.3,1265.43,2
2011-12-28,23.52,1265.38,1265.85,1248.64,1249.64,2
2011-12-29,22.65,1249.75,1263.54,1249.75,1263.02,2
2011-12-30,23.4,1262.82,1264.12,1257.46,1257.6,2
2012-01-03,22.97,1258.86,1284.62,1258.86,1277.06,2
2012-01-04,22.22,1277.03,1278.73,1268.1,1277.3,2
2012-01-05,21.48,1277.3,1283.05,1265.26,1281.06,2
2012-01-06,20.63,1280.93,1281.84,1273.34,1277.81,2
2012-01-09,21.07,1277.83,1281.99,1274.55,1280.7,2
2012-01-10,20.69,1280.77,1296.46,1280.77,1292.08,2
2012-01-11,21.05,1292.02,1293.8,1285.41,1292.48,2
2012-01-12,20.47,1292.48,1296.82,1285.77,1295.5,2
2012-01-13,20.91,1294.82,1294.82,1277.58,1289.09,2
2012-01-17,22.2,1290.22,1303.0,1290.22,1293.67,2
2012-01-18,20.89,1293.65,1308.11,1290.99,1308.04,2
2012-01-19,19.87,1308.07,1315.49,1308.07,1314.5,2
2012-01-20,18.28,1314.49,1315.38,1309.17,1315.38,2
2012-01-23,18.67,1315.29,1322.28,1309.89,1316.0,2
2012-01-24,18.91,1315.96,1315.96,1306.06,1314.65,3
2012-01-25,18.31,1314.4,1328.3,1307.65,1326.06,3
2012-01-26,18.57,1326.28,1333.47,1313.6,1318.43,3
2012-01-27,18.53,1318.25,1320.06,1311.72,1316.33,3
2012-01-30,19.4,1316.16,1316.16,1300.49,1313.01,3
2012-01-31,19.44,1313.53,1321.41,1306.69,1312.41,3
2012-02-01,18.55,1312.45,1330.52,1312.45,1324.09,3
2012-02-02,17.98,1324.24,1329.19,1321.57,1325.54,3
2012-02-03,17.1,1326.21,1345.34,1326.21,1344.9,3
2012-02-06,17.76,1344.32,1344.36,1337.52,1344.33,3
2012-02-07,17.65,1344.33,1349.24,1335.92,1347.05,3
2012-02-08,18.16,1347.04,1351.0,1341.95,1349.96,3
2012-02-09,18.63,1349.97,1354.32,1344.63,1351.95,3
2012-02-10,20.79,1351.21,1351.21,1337.35,1342.64,3
2012-02-13,19.04,1343.06,1353.35,1343.06,1351.77,3
2012-02-14,19.54,1351.3,1351.3,1340.83,1350.5,3
2012-02-15,21.14,1350.52,1355.87,1340.8,1343.23,3
2012-02-16,19.22,1342.61,1359.02,1341.22,1358.04,3
2012-02-17,17.78,1358.06,1363.4,1357.24,1361.23,3
2012-02-21,18.19,1361.22,1367.76,1358.11,1362.21,3
2012-02-22,18.19,1362.11,1362.7,1355.53,1357.66,3
2012-02-23,16.8,1357.53,1364.24,1352.28,1363.46,4
2012-02-24,17.31,1363.46,1368.92,1363.46,1365.74,4
2012-02-27,18.19,1365.2,1371.94,1354.92,1367.59,4
2012-02-28,17.96,1367.56,1373.09,1365.97,1372.18,4
2012-02-29,18.43,1372.2,1378.04,1363.81,1365.68,4
2012-03-01,17.26,1365.9,1376.17,1365.9,1374.09,4
2012-03-02,17.29,1374.09,1374.53,1366.42,1369.63,4
2012-03-05,18.05,1369.59,1369.59,1359.13,1364.33,4
2012-03-06,20.87,1363.63,1363.63,1340.03,1343.36,4
2012-03-07,19.07,1343.39,1354.85,1343.39,1352.63,4
2012-03-08,17.95,1352.65,1368.72,1352.65,1365.91,4
2012-03-09,17.11,1365.97,1374.76,1365.97,1370.87,4
2012-03-12,15.64,1370.78,1373.04,1366.69,1371.09,4
2012-03-13,14.8,1371.92,1396.13,1371.92,1395.95,4
2012-03-14,15.31,1395.95,1399.42,1389.97,1394.28,4
2012-03-15,15.42,1394.17,1402.63,1392.78,1402.6,4
2012-03-16,14.47,1402.55,1405.88,1401.47,1404.17,4
2012-03-19,15.04,1404.17,1414.0,1402.43,1409.75,4
2012-03-20,15.58,1409.59,1409.59,1397.68,1405.52,4
2012-03-21,15.13,1405.52,1407.75,1400.64,1402.89,4
2012-03-22,15.57,1402.89,1402.89,1388.73,1392.78,4
2012-03-23,14.82,1392.78,1399.18,1386.87,1397.11,5
2012-03-26,14.26,1397.11,1416.58,1397.11,1416.51,5
2012-03-27,15.59,1416.55,1419.15,1411.95,1412.52,5
2012-03-28,15.47,1412.52,1413.65,1397.2,1405.54,5
2012-03-29,15.48,1405.39,1405.39,1391.56,1403.28,5
2012-03-30,15.5,1403.31,1410.89,1401.42,1408.47,5
2012-04-02,15.64,1408.47,1422.38,1404.46,1419.04,5
2012-04-03,15.66,1418.98,1419.0,1404.62,1413.38,5
2012-04-04,16.44,1413.09,1413.09,1394.09,1398.96,5
2012-04-05,16.7,1398.79,1401.6,1392.92,1398.08,5
2012-04-09,18.81,1397.45,1397.45,1378.24,1382.2,5
2012-04-10,20.39,1382.18,1383.01,1357.38,1358.59,5
2012-04-11,20.02,1358.98,1374.71,1358.98,1368.71,5
2012-04-12,17.2,1368.77,1388.13,1368.77,1387.57,5
2012-04-13,19.55,1387.61,1387.61,1369.85,1370.26,5
2012-04-16,19.55,1370.27,1379.66,1365.38,1369.57,5
2012-04-17,18.46,1369.57,1392.76,1369.57,1390.78,5
2012-04-18,18.64,1390.78,1390.78,1383.29,1385.14,5
2012-04-19,18.36,1385.08,1390.46,1370.3,1376.92,5
2012-04-20,17.44,1376.96,1387.4,1376.96,1378.53,5
2012-04-23,18.97,1378.53,1378.53,1358.79,1366.94,6
2012-04-24,18.1,1366.97,1375.57,1366.82,1371.97,6
2012-04-25,16.82,1372.11,1391.37,1372.11,1390.69,6
2012-04-26,16.24,1390.64,1402.09,1387.28,1399.98,6
2012-04-27,16.32,1400.19,1406.64,1397.31,1403.36,6
2012-04-30,17.15,1403.26,1403.26,1394.0,1397.91,6
2012-05-01,16.6,1397.86,1415.32,1395.73,1405.82,6
2012-05-02,16.88,1405.5,1405.5,1393.92,1402.31,6
2012-05-03,17.56,1402.32,1403.07,1388.71,1391.57,6
2012-05-04,19.16,1391.51,1391.51,1367.96,1369.1,6
2012-05-07,18.94,1368.79,1373.91,1363.94,1369.58,6
2012-05-08,19.05,1369.16,1369.16,1347.75,1363.72,6
2012-05-09,20.08,1363.2,1363.73,1343.13,1354.58,6
2012-05-10,18.83,1354.58,1365.88,1354.58,1357.99,6
2012-05-11,19.89,1358.11,1365.66,1348.89,1353.39,6
2012-05-14,21.87,1351.93,1351.93,1336.61,1338.35,6
2012-05-15,21.97,1338.36,1344.94,1328.41,1330.66,6
2012-05-16,22.27,1330.78,1341.78,1324.79,1324.8,6
2012-05-17,24.49,1324.82,1326.36,1304.86,1304.86,6
2012-05-18,25.1,1305.05,1312.24,1291.98,1295.22,6
2012-05-21,22.01,1295.73,1316.39,1295.73,1315.99,7
2012-05-22,22.48,1316.09,1328.49,1310.04,1316.63,7
2012-05-23,22.33,1316.02,1320.71,1296.53,1318.86,7
2012-05-24,21.54,1318.72,1324.14,1310.5,1320.68,7
2012-05-25,21.76,1320.81,1324.2,1314.23,1317.82,7
2012-05-29,21.03,1318.9,1334.93,1318.9,1332.42,7
2012-05-30,24.14,1331.25,1331.25,1310.76,1313.32,7
2012-05-31,24.06,1313.09,1319.74,1298.9,1310.33,7
2012-06-01,26.66,1309.87,1309.87,1277.25,1278.04,7
2012-06-04,26.12,1278.29,1282.55,1266.74,1278.18,7
2012-06-05,24.68,1277.82,1287.62,1274.16,1285.5,7
2012-06-06,22.16,1285.61,1315.13,1285.61,1315.13,7
2012-06-07,21.72,1316.15,1329.05,1312.68,1314.99,7
2012-06-08,21.23,1314.99,1325.81,1307.77,1325.66,7
2012-06-11,23.56,1325.72,1335.52,1307.73,1308.93,7
2012-06-12,22.09,1309.4,1324.31,1306.62,1324.18,7
2012-06-13,24.27,1324.02,1327.28,1310.51,1314.88,7
2012-06-14,21.68,1314.88,1333.68,1314.14,1329.1,7
2012-06-15,21.11,1329.19,1343.32,1329.19,1342.84,7
2012-06-18,18.32,1342.42,1348.22,1334.46,1344.78,7
2012-06-19,18.38,1344.83,1363.46,1344.83,1357.98,7
2012-06-20,17.24,1358.04,1361.57,1346.45,1355.69,8
2012-06-21,20.08,1355.43,1358.27,1324.41,1325.51,8
2012-06-22,18.11,1325.92,1337.82,1325.92,1335.02,8
2012-06-25,20.38,1334.9,1334.9,1309.27,1313.72,8
2012-06-26,19.72,1314.09,1324.24,1310.3,1319.99,8
2012-06-27,19.45,1320.71,1334.4,1320.71,1331.85,8
2012-06-28,19.71,1331.52,1331.52,1313.29,1329.04,8
2012-06-29,17.08,1330.12,1362.17,1330.12,1362.16,8
2012-07-02,16.8,1362.33,1366.35,1355.7,1365.51,8
2012-07-03,16.66,1365.75,1374.81,1363.53,1374.02,8
2012-07-05,17.5,1373.72,1373.85,1363.02,1367.58,8
2012-07-06,17.1,1367.09,1367.09,1348.03,1354.68,8
2012-07-09,17.98,1354.66,1354.87,1346.65,1352.46,8
2012-07-10,18.72,1352.96,1361.54,1336.27,1341.47,8
2012-07-11,17.95,1341.4,1345.0,1333.25,1341.45,8
2012-07-12,18.33,1341.29,1341.29,1325.41,1334.76,8
2012-07-13,16.74,1334.81,1357.7,1334.81,1356.78,8
2012-07-16,17.11,1356.5,1357.26,1348.51,1353.64,8
2012-07-17,16.48,1353.68,1365.36,1345.07,1363.67,8
2012-07-18,16.16,1363.58,1375.26,1358.96,1372.78,8
2012-07-19,15.45,1373.01,1380.39,1371.21,1376.51,9
2012-07-20,16.27,1376.51,1376.51,1362.19,1362.66,9
2012-07-23,18.62,1362.34,1362.34,1337.56,1350.52,9
2012-07-24,20.47,1350.52,1351.53,1329.24,1338.31,9
2012-07-25,19.34,1338.35,1343.98,1331.5,1337.89,9
2012-07-26,17.53,1338.17,1363.13,1338.17,1360.02,9
2012-07-27,16.7,1360.05,1389.19,1360.05,1385.97,9
2012-07-30,18.03,1385.94,1391.74,1381.37,1385.3,9
2012-07-31,18.93,1385.27,1387.16,1379.17,1379.32,9
2012-08-01,18.96,1379.32,1385.03,1373.35,1375.32,9
2012-08-02,17.57,1375.13,1375.13,1354.65,1365.0,9
2012-08-03,15.64,1365.45,1394.16,1365.45,1390.99,9
2012-08-06,15.95,1391.04,1399.63,1391.04,1394.23,9
2012-08-07,15.99,1394.46,1407.14,1394.46,1401.35,9
2012-08-08,15.32,1401.23,1404.14,1396.13,1402.22,9
2012-08-09,15.28,1402.26,1405.95,1398.8,1402.8,9
2012-08-10,14.74,1402.58,1405.98,1395.62,1405.87,9
2012-08-13,13.7,1405.87,1405.87,1397.32,1404.11,9
2012-08-14,14.85,1404.36,1410.03,1400.6,1403.93,9
2012-08-15,14.63,1403.89,1407.73,1401.83,1405.53,9
2012-08-16,14.29,1405.57,1417.44,1404.15,1415.51,9
2012-08-17,13.45,1415.84,1418.71,1414.67,1418.16,9
2012-08-20,14.02,1417.85,1418.13,1412.12,1418.13,10
2012-08-21,15.02,1418.13,1426.68,1410.86,1413.17,10
2012-08-22,15.11,1413.09,1416.12,1406.78,1413.49,10
2012-08-23,15.96,1413.49,1413.49,1400.5,1402.08,10
2012-08-24,15.18,1401.99,1413.46,1398.04,1411.13,10
2012-08-27,16.35,1411.13,1416.17,1409.11,1410.44,10
2012-08-28,16.49,1410.44,1413.63,1405.59,1409.3,10
2012-08-29,17.06,1409.32,1413.95,1406.57,1410.49,10
2012-08-30,17.83,1410.08,1410.08,1397.01,1399.48,10
2012-08-31,17.47,1400.07,1413.09,1398.96,1406.58,10
2012-09-04,17.98,1406.54,1409.31,1396.56,1404.94,10
2012-09-05,17.74,1404.94,1408.81,1401.25,1403.44,10
2012-09-06,15.6,1403.74,1432.12,1403.74,1432.12,10
2012-09-07,14.38,1432.12,1437.92,1431.45,1437.92,10
2012-09-10,16.28,1437.92,1438.74,1428.98,1429.08,10
2012-09-11,16.41,1429.13,1437.76,1429.13,1433.56,10
2012-09-12,15.8,1433.56,1439.15,1432.99,1436.56,10
2012-09-13,14.05,1436.56,1463.76,1435.34,1459.99,10
2012-09-14,14.51,1460.07,1474.51,1460.07,1465.77,10
2012-09-17,14.59,1465.42,1465.63,1457.55,1461.19,11
2012-09-18,14.18,1461.19,1461.47,1456.13,1459.32,11
2012-09-19,13.88,1459.5,1465.15,1457.88,1461.05,11
2012-09-20,14.07,1461.05,1461.23,1449.98,1460.26,11
2012-09-21,13.98,1460.34,1467.07,1459.51,1460.15,11
2012-09-24,14.15,1459.76,1460.72,1452.06,1456.89,11
2012-09-25,15.43,1456.94,1463.24,1441.59,1441.59,11
2012-09-26,16.81,1441.6,1441.6,1430.53,1433.32,11
2012-09-27,14.84,1433.36,1450.2,1433.36,1447.15,11
2012-09-28,15.73,1447.13,1447.13,1435.6,1440.67,11
2012-10-01,16.32,1440.9,1457.14,1440.9,1444.49,11
2012-10-02,15.71,1444.99,1451.52,1439.01,1445.75,11
2012-10-03,15.43,1446.05,1454.3,1441.99,1450.99,11
2012-10-04,14.55,1451.08,1463.14,1451.08,1461.4,11
2012-10-05,14.33,1461.4,1470.96,1456.89,1460.93,11
2012-10-08,15.11,1460.93,1460.93,1453.1,1455.88,11
2012-10-09,16.37,1455.9,1455.9,1441.18,1441.48,11
